ID,end_year
48861000500,2015
56646419100,2016
56085593800,2015
56318768900,2015
6506349584,1999
36544152800,2010
6602939936,2013
7004291914,1998
6602602505,1998
7005350024,2018
57194633273,2017
7003273909,2002
7004287123,1996
8970612300,2008
56080939100,2014
57197095583,2000
57063369300,2009
56019103400,2018
8539997700,2005
56736946700,2016
36777340600,2009
8517932600,2005
36976154200,2013
6506318631,2017
6507306354,2005
9639192600,2015
7401795392,2002
7006174947,2015
57193801918,2017
24512790600,2015
35176582100,2018
57193245301,2018
55973005700,2015
24802097000,2011
57203306678,2018
56259465500,1999
8867213600,2010
7005574339,2010
6602407360,2018
56963453400,2018
15724755500,2008
57002540900,2008
13406989600,2012
7007039379,2017
55352871800,2018
56528299800,2017
7801541269,2018
56405507800,2017
12789909000,2017
56229122400,2011
55250026100,2018
12762570700,2017
6601977299,1997
7005702226,2003
55247696300,2016
57202982268,2018
7005850586,1990
6602872701,2015
55296454200,1995
24824052300,2017
7402000409,2009
57202369881,1998
56919530000,2018
36469843500,2017
6701417488,1996
7202709950,2015
24833470700,2010
36239838900,2013
25640722400,2013
6506881018,1998
6701478237,2017
7003463832,2010
7402283467,2018
7102584852,2013
23095225900,2015
56825987400,2018
6603529347,2004
36797627600,2007
55994382800,2011
23469845400,2009
56514689400,2018
6603751598,2006
7201468610,2013
7005782119,2003
8840128300,2018
56416174100,2014
55665821400,2017
7102983481,2013
54414075600,2011
16204149800,2017
53984089800,2014
6506554937,2008
6503987935,2018
49962985800,2015
6507930563,1997
7003302108,2017
55355619500,2018
24733735600,2014
6602572979,2007
57191499244,2000
14632020000,2018
7004683246,2017
56506631200,2012
56221193200,2011
