,auth.id,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
4261,8519685700,5874,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,10,10,10,10,10,10,10,10,10,10,10,2005
4263,55944424900,5875,0,2013,0,0,0,0,0,0,5,5,5,5,5,5,5,5,7,7,14,14,20,22,29,34,37,44,52,56,56,65,72,1996
4265,35585798700,5876,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1990
4266,24776309300,5877,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,10,10,14,14,14,14,2008
4269,36017051900,588,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,8,8,8,8,8,8,10,2010
4271,7004687440,5880,0,2012,0,0,0,1,4,5,5,5,7,7,7,7,9,9,11,21,25,28,34,44,44,46,46,46,47,47,49,49,49,1991
4272,7005246844,5883,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1990
4273,7007030184,5885,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,1996
4275,7006080113,5887,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,1990
4278,55400421300,5890,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,6,7,7,7,7,9,9,9,1998
4282,14047837000,5894,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
4285,56004129100,5898,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,1990
4288,6602647936,5900,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,9,9,9,9,9,9,2004
4289,56132968400,5902,0,2014,0,0,0,0,0,0,0,14,14,16,20,20,20,20,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1990
4291,55666652900,5903,0,2009,0,0,0,0,0,0,3,3,3,3,4,9,12,17,17,17,19,25,27,27,27,28,28,28,28,28,28,28,28,1994
4293,6603035923,5909,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34,77,77,83,2001
4296,23468543600,5913,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,2003
4298,7004536195,5916,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,16,1990
4299,7004343253,5917,0,2004,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1990
4300,7003417813,5918,0,2009,2,2,3,3,3,3,3,4,9,10,25,25,28,31,31,32,34,38,44,53,64,73,85,91,100,102,115,134,143,1990
4302,55397339200,5919,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,1990
4303,6701557639,592,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1997
4307,7005477388,5925,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,22,27,27,27,2000
4309,7103217862,5926,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,14,14,14,17,25,25,25,25,25,25,1990
4311,55976478100,5927,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,48,49,72,72,78,78,78,78,88,88,88,88,88,1995
4313,22333556400,593,0,2008,0,0,0,0,0,0,0,0,3,6,6,6,16,16,18,19,20,26,29,32,38,39,39,43,43,47,47,51,57,1995
4315,23388618300,5932,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,1997
4316,7004713869,5934,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,12,24,24,26,26,26,34,34,34,34,1992
4318,6603413971,5941,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,5,18,22,22,22,22,22,22,27,27,1999
4323,9336112200,5949,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,9,18,24,30,33,33,38,40,40,43,2005
4325,7201966874,595,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,1990
4327,24471442100,5950,0,2011,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,13,13,13,13,15,16,16,19,20,22,24,1999
4328,6602808688,5954,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1998
4329,6504328376,5957,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2004
4332,26425154400,5959,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,10,10,20,35,35,35,35,42,42,46,46,2005
4334,7003850688,596,0,2009,0,0,0,0,0,0,0,0,0,0,4,4,8,8,8,10,10,12,17,18,21,23,30,31,33,33,33,37,38,1998
4337,57202967012,5962,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,14,14,14,14,23,23,2000
4338,35594785500,5963,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1992
4340,6602469769,5965,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1995
4342,7102895439,597,0,2014,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1991
4344,6505895030,5971,0,2008,0,0,0,0,0,0,0,0,8,8,8,8,24,24,50,50,61,61,67,67,67,67,67,67,67,67,67,72,72,1997
4346,7004239123,5976,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,47,47,47,47,47,47,47,47,1995
4347,12244507900,5978,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1995
4350,7004092442,5981,0,2010,0,0,0,0,0,0,6,6,6,7,7,7,7,7,7,10,13,13,23,24,28,33,35,38,40,42,43,53,57,1998
4352,6603677870,5985,0,2011,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,1992
4354,6701312452,5986,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1997
4356,14832415700,5988,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1990
4358,24832822500,5990,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,60,76,76,157,160,202,202,270,272,361,2006
4359,6602433889,5991,0,2013,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,17,18,18,18,22,26,26,26,36,1996
4362,56276683900,5997,0,2005,0,0,0,0,0,2,8,13,13,15,20,24,27,27,31,33,39,42,92,106,112,120,128,130,151,176,189,195,199,1995
4364,7004864164,5999,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,1991
4366,7102002323,6,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,8,8,8,10,15,25,26,32,32,34,38,2002
4367,36508494600,600,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2010
4370,7006559388,6002,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,1991
4372,7005037665,6003,0,2013,0,3,3,10,12,12,15,15,15,15,16,16,16,19,19,21,22,23,28,33,36,36,44,46,51,51,51,52,52,1990
4375,7004489350,6005,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2004
4377,55169754200,6006,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1999
4378,6602153230,6007,0,2013,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,5,6,6,6,6,6,7,7,7,7,7,1993
4380,57202768935,6008,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,69,69,69,2003
4381,25935842300,6009,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,9,9,9,9,12,2008
4383,6603767288,601,0,2015,0,0,0,0,0,2,2,3,9,13,13,15,15,16,16,18,19,20,29,32,35,39,43,46,46,47,48,49,51,1993
4384,15844758600,6010,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,7,10,12,14,21,36,37,41,54,66,81,83,92,2003
4385,6603479115,6011,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1995
4388,7101686390,6013,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,1998
4389,7003799620,6015,0,2014,2,2,2,2,3,3,4,6,9,9,14,18,19,21,24,26,35,36,44,49,55,69,78,81,84,89,91,91,93,1990
4391,7005805876,6016,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,1994
4392,7102528592,6017,0,2015,0,0,0,0,0,0,0,0,0,0,6,8,8,9,13,13,13,14,15,15,15,15,16,16,19,19,19,19,23,2001
4393,15038456500,602,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2004
4396,6506008254,6022,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,12,12,12,12,18,32,72,74,77,2004
4398,33068090400,6026,0,2011,0,0,0,0,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1990
4399,6701604031,6027,0,2013,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1990
4400,7102063564,6028,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1990
4402,7004614981,6029,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1991
4406,7004141583,6031,0,2014,0,0,0,0,0,0,0,0,0,0,0,4,4,7,10,10,18,18,18,25,25,29,29,31,33,33,33,33,33,1991
4408,8221986100,6032,0,2015,0,0,0,0,0,0,0,0,2,3,3,3,6,6,6,19,24,30,32,36,42,46,51,53,61,65,66,67,70,1995
4410,7006545852,6034,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,6,13,13,13,13,13,13,1990
4414,7006365610,6038,0,2014,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,9,14,14,14,14,14,14,18,18,18,19,19,19,1995
4416,56086732600,6040,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,7,2003
4418,7004062755,6042,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1990
4424,6603073072,605,0,2012,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4,4,4,4,4,4,10,13,13,13,15,15,1992
4426,6603571571,6051,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,13,13,14,1993
4429,56261365400,6056,0,2015,0,0,0,0,0,0,0,0,17,17,34,34,67,67,67,67,67,67,76,86,118,118,261,261,289,323,333,333,396,1998
4430,7103014930,6057,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,1992
4431,7102009288,6058,0,2011,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
4433,6602919032,6059,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1995
4435,21233564300,606,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2004
4440,7007142561,6068,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,1990
4442,36634455300,607,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,2004
4445,6602885554,6073,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,5,5,8,8,8,8,9,9,9,12,14,20,2001
4447,7004747080,6075,0,2011,0,3,5,8,9,9,9,10,10,10,10,10,10,12,12,12,12,15,15,15,20,24,24,28,29,29,29,49,50,1991
4451,6602539184,608,0,2015,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,4,4,6,18,19,21,23,26,26,26,29,30,1994
4453,23398347300,6080,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,4,4,1997
4455,23397569300,6082,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,6,7,10,11,11,11,11,11,11,2007
4457,7006478306,6084,0,2008,0,0,0,0,0,15,15,29,29,41,41,82,82,106,108,119,119,140,140,165,165,188,188,195,195,195,195,195,195,1990
4459,7004490868,6085,0,2014,0,0,1,1,1,1,1,1,2,2,2,6,7,17,17,17,17,20,20,20,20,20,25,25,25,25,25,25,25,1992
4460,7004011745,6086,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1990
4461,36789935200,6088,0,2015,0,0,0,0,0,0,0,6,12,12,12,12,12,12,12,12,22,22,29,29,37,37,86,87,100,108,119,141,161,1996
4463,24170861000,6089,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2003
4465,6701451042,609,0,2011,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,5,5,15,19,19,19,21,21,21,21,21,21,21,1992
4469,7003418766,6093,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,13,21,25,27,27,33,36,36,44,44,44,44,1993
4470,55917149800,6094,0,2015,0,0,0,0,0,0,3,3,3,3,3,3,8,8,8,14,16,16,16,16,16,16,16,16,16,16,16,16,16,1992
4472,6603324926,6098,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1995
4474,23989372200,6099,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,79,2007
4476,7401552049,61,0,2015,0,0,0,0,0,0,0,0,0,9,13,20,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,40,40,1999
4477,23468451000,6100,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
4479,12774074400,6107,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1998
4481,7201354798,611,0,2014,0,0,0,0,0,0,0,0,0,2,5,7,9,9,9,16,16,16,18,19,28,31,102,102,102,102,102,102,102,1999
4484,55946181200,6114,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,1992
4485,7004083177,6116,0,2012,0,0,0,0,0,0,0,0,0,1,3,9,14,20,32,35,41,54,59,63,68,68,75,77,88,94,102,114,119,1999
4487,14012131300,6117,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,11,14,14,14,14,14,17,17,17,17,1998
4491,6602526754,6120,0,2013,0,0,0,0,0,1,1,1,2,2,2,2,3,5,5,5,5,6,7,12,13,22,22,40,48,53,58,74,96,1995
4495,7801436507,6128,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,22,32,43,78,93,115,119,119,119,119,2006
4496,6701778045,6129,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,10,10,10,10,10,10,10,10,10,10,10,1999
4497,6603669687,613,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,13,13,13,17,17,17,17,17,17,17,23,1992
4498,7005990688,6130,0,2013,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1990
4499,55882901500,6131,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1996
4500,6701720600,6133,0,2005,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1991
4502,6603958776,6136,0,2009,0,0,0,0,0,2,2,3,4,5,5,5,11,23,23,24,26,27,31,34,34,38,42,48,59,67,67,70,74,1991
4503,6602371100,6139,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,16,16,18,18,18,18,18,18,18,1996
4504,6507871506,6140,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,7,7,7,7,7,1997
4505,6701727201,6141,0,2004,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1994
4507,8961312800,6143,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,7,9,11,11,11,17,17,17,17,17,2005
4508,7005389549,6145,0,2009,0,0,0,0,0,0,0,0,0,0,3,3,3,10,11,11,18,36,37,51,58,59,68,68,74,74,74,94,94,1990
4510,55941076700,6147,0,2010,0,0,0,0,0,2,2,7,7,7,9,9,11,13,13,13,15,16,19,19,23,27,32,32,32,35,35,39,42,1993
4512,10044560500,6150,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
4514,7203009620,6153,0,2004,2,3,3,3,4,4,4,5,6,6,6,9,9,16,17,19,24,27,28,31,32,36,36,36,36,37,37,37,37,1990
4516,7006077863,6154,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1991
4517,20133827600,6156,0,2004,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1990
4522,7102574024,6166,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,1998
4524,7102949391,6168,0,2014,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,11,11,15,1994
4526,24476667200,6169,0,2011,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,12,25,39,39,39,39,39,39,39,39,39,39,39,2001
4527,10043235200,617,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
4529,7004122281,6171,0,2007,0,0,1,1,1,3,4,5,5,5,10,10,14,16,19,20,26,26,32,35,43,45,52,52,62,68,71,72,72,1990
4531,7006712654,6175,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1990
4533,7003691614,6176,0,2015,0,0,0,0,0,5,6,10,10,10,10,14,14,16,17,17,17,17,17,17,17,17,17,30,31,36,36,36,36,1993
4535,7003581692,618,0,2009,0,0,0,0,0,0,0,0,0,0,0,8,8,8,16,17,20,20,20,20,20,20,25,33,33,46,46,46,49,1991
4536,55927990900,6180,0,2015,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,26,29,37,42,52,58,59,59,61,72,72,1994
4539,6602880437,6185,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,26,44,44,44,55,61,2000
4541,7006022085,6186,0,2006,0,0,0,0,0,0,0,0,0,0,0,8,8,8,14,14,16,25,53,75,80,83,83,94,94,94,100,100,100,1992
4543,7003279044,6189,0,2014,0,0,0,0,0,0,0,0,1,2,2,2,2,5,7,10,10,10,16,16,20,20,22,29,30,32,33,41,41,1998
4546,55917152500,6190,0,2014,0,0,0,0,0,0,0,0,0,0,7,7,8,10,11,14,14,17,17,17,17,23,24,31,41,43,43,43,43,1996
4547,7004904731,6192,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,1997
4550,6506341288,6197,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2004
4554,7004878681,6207,0,2007,0,0,0,0,0,0,0,0,17,17,34,34,34,34,58,58,58,58,83,83,83,83,83,83,83,83,83,83,83,1998
4559,6701530528,6212,0,2009,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1990
4561,7004832203,6214,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,1992
4562,55931168300,6217,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,10,10,1996
4564,7004317735,6218,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,9,9,9,10,12,1991
4566,8385498500,6226,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,7,10,16,16,17,23,26,28,28,30,2005
4568,6508036981,6227,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,8,11,14,14,14,14,14,17,17,17,1994
4575,7005560817,6237,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,36,36,36,36,36,36,36,36,36,93,97,97,1992
4577,55902808000,6238,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,8,8,8,8,8,8,8,8,8,8,15,1996
4579,7404696330,6239,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,4,8,8,8,8,8,8,10,2004
4580,7101741119,624,0,2012,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
4582,7004324747,6240,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,41,41,41,41,41,41,41,41,41,1996
4584,35569622200,6241,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,1999
4585,7103407511,6242,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,6,8,8,11,11,11,11,11,11,11,11,1993
4587,6603298333,6243,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1992
4589,6603676844,6246,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1990
4591,6603661203,6247,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,1992
4593,7004343354,6249,0,2011,0,0,0,0,6,20,27,37,44,53,60,76,87,95,104,118,127,142,146,151,162,162,163,169,172,174,174,174,176,1993
4595,56024787900,625,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,9,9,1990
4596,6603244873,6251,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,6,6,6,7,7,7,7,8,8,8,8,8,2002
4598,7005612623,6252,0,2011,0,0,0,0,0,0,0,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1991
4600,7006605884,6253,0,2011,0,0,0,0,0,0,0,3,3,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,1994
4601,56536024500,6254,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,2003
4603,15127641000,6256,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,2004
4604,6701818161,6257,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1990
4605,6602964739,6258,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1993
4607,6602418271,6259,0,2014,0,0,0,3,3,3,3,3,6,6,7,9,9,10,11,15,18,21,24,25,25,26,26,32,34,37,38,38,39,1993
4609,7004757895,6260,0,2014,0,0,0,0,0,1,4,6,6,9,10,13,23,30,33,35,39,40,48,64,71,79,100,105,122,129,131,141,163,1995
4611,7006668377,6262,0,2013,0,0,1,1,3,3,7,20,21,21,24,28,32,32,51,52,59,71,73,79,81,86,88,94,96,99,101,102,102,1990
4612,6507813087,6263,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,1995
4613,6603673041,6264,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,12,18,26,29,34,35,35,35,35,35,35,35,35,35,1994
4616,6602138532,6268,0,2010,0,4,4,4,4,7,8,8,8,10,10,10,16,17,17,17,24,27,28,33,35,38,39,47,50,54,54,54,54,1991
4617,6603902144,6269,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,1990
4621,7005625377,6273,0,2015,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,11,16,16,16,16,18,1996
4624,8641082900,6275,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2001
4626,46062004500,6276,0,2009,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,14,1990
4629,8899045300,6279,0,2012,0,1,1,1,1,3,3,3,3,5,14,14,19,34,43,49,59,70,74,78,82,87,93,93,93,93,93,93,93,1991
