,auth.id,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1449,6505792750,2814,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,2005
1451,6505804077,2816,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,2000
1452,6505824465,2818,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,6,6,6,6,2002
1454,6505840316,2819,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,1993
1455,6505842202,2820,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2000
1456,6505847398,2822,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2003
1457,6505856601,2826,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,1999
1458,6505866462,2827,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1990
1459,6505868982,2828,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2004
1460,6505871520,2829,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2003
1462,14421708200,283,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4,4,4,10,15,16,2005
1464,6505872033,2830,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,2001
1466,6505885748,2832,1,2010,0,0,0,0,0,0,0,0,2,2,5,5,6,6,9,9,14,15,16,19,22,22,22,30,30,49,50,56,64,1998
1468,6505902613,2835,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,9,9,9,9,9,9,2008
1469,6505907151,2838,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2001
1471,6505910276,2840,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,8,8,11,16,16,16,16,16,17,21,2003
1472,6505923534,2841,1,2014,0,0,0,0,0,0,0,0,0,0,5,5,5,9,9,11,14,17,17,20,22,27,31,40,40,46,52,56,63,2003
1474,6505931513,2843,1,2013,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,8,9,14,21,26,34,42,48,53,60,64,80,95,98,2000
1476,6505945641,2845,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,13,13,13,27,34,61,70,70,70,70,83,2002
1477,6505952420,2847,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,15,15,20,22,22,2000
1478,6505961382,2848,1,2013,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,5,5,7,8,10,10,10,10,11,13,16,18,20,23,1999
1480,6505978626,2849,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,10,11,11,2001
1481,14422903900,285,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,9,12,12,12,12,20,20,26,2003
1483,6506017153,2852,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2003
1484,6506019343,2853,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,2003
1486,6506050805,2860,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1998
1487,6506055296,2862,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,50,50,50,53,56,56,61,63,66,71,75,75,2003
1489,6506065608,2864,1,2015,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,7,22,29,30,33,34,36,37,47,49,1999
1490,6506068699,2866,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,5,5,6,6,7,10,11,11,2002
1493,6506075444,2868,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,6,10,13,18,18,19,24,24,26,37,37,40,41,2001
1495,14519542300,287,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,8,8,8,8,8,8,8,8,8,8,8,2000
1501,6506129961,2877,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,10,12,15,18,31,33,33,35,40,40,2006
1502,14519542500,288,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,7,9,9,13,16,16,19,21,34,2006
1504,6506245186,2886,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,24,26,26,26,26,26,26,26,26,26,2001
1505,6506275619,2888,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2002
1506,14520489200,289,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2001
1509,6506313924,2892,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,85,2001
1511,6506317254,2893,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,6,6,2001
1512,6506332868,2897,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,15,17,1996
1513,11142137000,29,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2006
1514,14619687000,290,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
1515,6506347688,2900,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,18,18,18,18,18,2001
1516,6506360695,2901,1,2013,0,0,0,0,0,0,0,0,0,0,3,3,3,9,9,9,9,23,23,28,30,32,36,42,46,50,70,79,87,2000
1518,6506398335,2907,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,7,9,9,14,14,15,2001
1519,6506400060,2909,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,83,83,1999
1521,14623212300,291,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,2001
1523,6506419258,2911,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1999
1527,6506459149,2915,1,2011,0,0,0,0,0,2,2,2,2,2,3,6,7,7,9,9,9,14,18,18,22,26,28,32,32,34,39,41,46,1995
1530,6506490410,2922,1,2010,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,7,7,7,7,7,7,11,11,11,11,11,11,11,1999
1532,6506495162,2923,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,22,22,25,25,1998
1534,6506495812,2924,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,8,8,8,8,8,8,8,8,8,8,2004
1535,6506507449,2925,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,7,7,11,13,13,20,24,31,34,35,39,49,2003
1537,6506516686,2926,1,2010,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,7,8,9,9,9,9,9,13,13,15,2001
1538,6506520363,2927,1,2010,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,29,29,29,33,38,1998
1539,14626381800,293,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
1540,6506548477,2930,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2003
1542,6506555175,2932,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,19,19,20,22,24,26,28,34,34,35,51,62,81,2000
1544,6506590953,2935,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,6,7,1997
1546,6506592127,2936,1,2010,0,0,0,0,0,0,0,0,0,0,3,3,3,7,18,19,22,23,23,24,26,26,29,36,40,42,63,78,83,2000
1550,6506601734,2939,1,2012,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,4,4,4,10,10,14,21,23,23,28,39,1999
1552,6506615874,2940,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,8,8,8,13,13,13,2000
1554,6506635358,2941,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,2003
1555,6506640577,2944,1,2016,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,8,8,10,15,23,25,35,36,38,43,49,49,54,60,2000
1557,6506667951,2946,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2003
1558,6506678374,2948,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,11,2002
1559,14629095500,295,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,10,12,12,17,17,27,2006
1560,6506684088,2951,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,1999
1562,6506698646,2955,1,2011,0,0,1,1,1,3,5,5,7,7,10,11,11,13,23,28,28,31,43,44,50,50,50,50,55,57,65,68,68,1992
1564,6506702816,2956,1,2016,0,0,0,0,0,0,4,4,4,4,5,5,5,5,5,7,8,8,10,10,10,10,10,10,10,12,15,15,17,1996
1568,6506720259,2960,1,2016,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,3,4,8,8,10,10,10,10,1998
1571,6506741104,2963,1,2014,0,0,0,0,0,0,0,3,5,5,6,6,6,6,6,6,6,8,11,13,13,13,13,16,16,23,25,32,36,1997
1572,6506746609,2964,1,2011,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,10,15,16,17,19,19,19,21,21,21,21,24,24,24,2000
1575,6506753730,2966,1,2013,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,14,14,14,14,14,14,14,17,17,17,1997
1578,6506767376,2968,1,2010,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,5,5,5,5,8,8,8,12,12,12,12,12,12,12,1990
1580,6506769284,2969,1,2010,0,0,0,1,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,18,20,22,22,22,22,22,27,1993
1582,6506770888,2971,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,11,12,2000
1586,6506814052,2980,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,2006
1588,6506830578,2986,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2000
1590,6506833073,2987,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,18,36,36,36,36,36,2002
1592,6506846461,2989,1,2013,0,0,0,3,3,3,3,3,5,5,6,6,6,9,9,9,11,11,11,11,11,18,18,18,22,25,26,27,27,1993
1593,14822528200,299,1,2012,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,10,17,17,20,22,29,35,38,40,48,48,50,50,2001
1596,6506910409,2995,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1597,6506937208,2997,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,10,10,10,10,10,14,14,14,14,14,14,1996
1598,6506939046,2998,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1997
1599,10042814300,3,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2004
1600,11238812600,30,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
1601,14824850700,300,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,55,65,79,93,119,119,162,162,215,238,302,2006
1604,6506959624,3002,1,2012,0,0,0,0,0,0,0,0,0,0,0,6,6,19,19,19,20,20,21,21,21,21,21,21,21,21,21,21,21,1990
1605,6506959949,3003,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,6,6,1999
1606,6506960883,3004,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,12,18,19,22,30,30,30,31,31,33,2006
1607,6506961793,3006,1,2014,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1998
1609,6506974067,3007,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,6,12,12,12,12,12,12,12,1995
1611,14827920700,301,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,6,6,6,6,6,6,2006
1612,6506988460,3010,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,13,13,14,18,23,23,2004
1614,6507000363,3012,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,6,35,48,66,91,98,105,115,117,124,126,2003
1617,6507068554,3018,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,10,10,10,10,1996
1619,6507070738,3019,1,2012,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,5,6,8,8,9,11,15,20,21,23,28,35,37,47,1999
1621,6507083871,3022,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,2002
1622,6507103302,3024,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,15,26,26,26,26,30,30,40,42,42,42,60,2002
1626,6507139020,3030,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,13,21,23,2004
1628,6507166348,3035,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,15,15,18,18,2004
1630,6507194079,3038,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,7,10,10,13,13,21,21,26,31,42,46,2002
1631,14831857200,304,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,21,27,31,42,48,53,65,2009
1633,6507200003,3040,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,1998
1635,6507210214,3041,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,19,22,29,29,29,29,29,29,29,2003
1639,6507256539,3047,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1996
1640,6507263191,3048,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1993
1642,14833874000,305,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,5,6,7,9,16,23,27,27,33,2002
1643,6507279731,3050,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,9,9,13,13,13,2002
1647,6507322486,3053,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2004
1649,6507339025,3056,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1991
1652,14834304600,306,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,19,22,27,27,29,32,2009
1654,6507367747,3060,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,2003
1656,6507392250,3063,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2002
1658,6507414137,3065,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
1661,6507430176,3068,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,2003
1662,14834375300,307,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,9,9,9,10,10,14,16,16,2005
1665,6507448628,3071,1,2012,0,0,0,0,0,0,0,0,2,2,5,6,6,9,9,9,9,9,9,10,10,17,17,24,24,24,25,25,27,1998
1667,6507450662,3072,1,2010,0,0,0,0,4,4,4,4,4,4,6,6,8,8,8,8,8,11,18,18,18,19,20,20,20,20,20,22,26,1994
1669,6507455481,3074,1,2012,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,8,8,8,17,17,17,19,19,19,24,29,34,1998
1670,6507457425,3075,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,6,9,10,10,24,39,39,43,49,2002
1672,6507486627,3078,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,15,15,15,2003
1673,6507489003,3079,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,6,6,6,6,6,6,6,1993
1674,14919260600,308,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,11,11,11,11,16,27,29,29,2006
1676,6507497277,3081,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,6,7,7,9,11,11,16,16,16,16,20,20,20,2002
1678,6507497570,3082,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,14,14,19,30,46,49,55,71,71,73,73,1999
1681,6507534597,3087,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,14,14,14,14,14,14,14,14,14,2004
1684,6507549592,3091,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,2002
1690,6507615148,3101,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,7,7,7,7,7,7,2002
1691,6507628238,3102,1,2011,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,6,6,15,16,16,17,19,19,26,28,29,29,31,1998
1693,6507640397,3104,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,5,9,9,10,10,10,10,10,10,10,10,2000
1694,6507715979,3108,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,5,5,11,17,17,22,22,27,27,33,34,34,35,1994
1696,6507739239,3110,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1995
1698,6507744783,3111,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2002
1701,6507755895,3114,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,6,6,6,6,1998
1705,6507774221,3118,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,16,16,16,19,19,25,25,25,25,25,28,28,28,1999
1708,6507810727,3125,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,2004
1710,6507822488,3126,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,6,10,14,15,22,24,24,26,36,40,40,40,2002
1711,6507827557,3128,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,11,11,15,16,21,22,22,24,48,48,48,48,48,2002
1712,6507836274,3129,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,16,18,22,22,22,22,22,22,25,27,27,2004
1713,15030125500,313,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,10,11,13,2006
1717,6507858457,3134,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,12,12,12,12,12,12,12,12,12,12,2000
1718,6507858910,3135,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,13,17,17,21,21,21,2000
1721,6507881278,3143,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,10,11,11,14,14,16,17,19,2000
1724,6507928984,3149,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1998
1726,15035958900,315,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,7,11,12,12,12,14,14,14,14,14,14,14,22,2002
1727,6507946876,3150,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,2004
1728,6507950648,3151,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,6,8,9,14,22,27,30,32,39,39,2004
1729,6507960825,3154,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,2002
1730,6507983251,3155,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,8,8,8,8,8,8,8,8,8,8,15,15,15,15,2002
1731,15037243900,316,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,2006
1732,6507999608,3161,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996
1733,6508033628,3163,1,2012,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,7,7,9,11,11,12,14,14,14,14,16,16,16,16,2000
1734,6508059348,3165,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,2003
1736,6508067295,3166,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,8,9,9,9,14,21,24,24,33,33,33,33,33,2003
1739,6508099368,3170,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,28,36,39,39,62,68,68,2003
1740,6508120934,3174,1,2014,0,0,0,0,0,0,0,0,0,0,5,8,9,9,9,9,9,10,10,10,10,11,13,15,15,18,19,19,19,1993
1745,15042713000,318,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,6,6,6,12,17,18,20,22,2005
1747,6508169842,3182,1,2012,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,10,11,12,14,19,22,23,34,36,38,38,38,41,53,2001
1748,6508171387,3183,1,2015,0,0,0,0,0,0,0,0,0,0,2,9,9,9,9,9,13,15,15,15,15,15,15,15,15,15,15,16,19,2000
1749,6508199736,3188,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,9,10,13,15,18,20,24,34,35,36,42,46,49,2002
1750,6508202456,3189,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1998
1752,15043499400,319,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,6,6,20,20,21,21,30,31,2006
1755,6508229026,3194,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2004
1757,6508250671,3196,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
1759,6508270057,3198,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,120,120,167,167,273,273,361,361,402,2003
1761,6508274193,3199,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,2005
1762,11241253500,32,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,9,9,29,29,29,33,42,2005
1765,6508280137,3200,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,7,11,2000
1767,6508282311,3201,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,2003
1770,6508301190,3205,1,2014,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,5,8,8,18,19,20,22,30,34,42,47,48,53,70,2000
1774,6508329195,3208,1,2015,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,8,8,9,9,11,18,20,41,41,44,44,45,45,45,1999
1776,6508371727,3212,1,2010,0,0,0,0,0,0,0,0,0,0,0,1,1,4,9,10,10,13,14,20,24,30,39,41,45,49,49,51,60,2001
1778,6508391050,3214,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2000
1780,6601919876,3217,1,2015,1,1,1,1,1,1,1,2,2,2,2,2,3,6,6,6,10,10,11,17,18,18,18,24,24,27,27,27,27,1990
1783,15049681100,322,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,2007
1784,6601937124,3220,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,1997
1786,6601937757,3221,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,1998
1792,15051444500,323,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,9,9,9,12,2005
1795,6601957611,3232,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,16,16,21,27,30,37,44,49,55,56,61,2000
