,auth.id,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
328,35757955600,1376,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,17,17,26,34,69,81,85,90,100,2008
330,35771500900,1377,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,2010
333,35773230800,1380,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,13,13,13,13,13,13,13,13,2004
334,35776872600,1381,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,24,32,33,33,33,38,41,2009
338,35794337100,1385,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,6,6,12,12,14,14,2005
340,35809812600,1387,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,12,17,19,19,19,19,2006
341,13008779100,139,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,11,13,13,14,14,15,33,2009
342,35846429200,1392,1,2016,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,6,6,6,8,8,8,10,11,2000
344,35933524800,1398,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,10,46,46,50,50,50,50,50,2001
346,10241875700,14,1,2014,0,0,0,0,0,0,43,43,43,43,43,43,80,80,80,80,80,92,100,100,109,109,109,109,109,109,109,109,109,1990
348,13008857100,140,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,30,33,33,35,39,51,71,92,98,102,102,2006
350,35952899900,1400,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1990
351,35983830900,1404,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,26,30,48,57,57,80,90,92,92,98,98,1990
353,36004147600,1409,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,1990
355,36019693200,1410,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2005
356,36020314600,1411,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,7,9,9,9,11,12,14,2009
358,36022338100,1412,1,2011,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,12,12,12,12,12,18,35,35,35,41,2000
360,36024001600,1413,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
362,36050113100,1414,1,2010,0,0,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1990
364,36060775900,1418,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2018
366,36082712800,1421,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,14,14,17,17,32,32,32,32,32,32,2004
368,36085137900,1422,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1997
369,36109607800,1427,1,2015,0,0,0,0,0,0,0,0,0,0,3,3,5,5,5,21,21,21,22,26,36,38,42,52,61,66,82,89,98,2002
371,36116593400,1428,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,14,14,14,14,2008
373,36150556600,1429,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,7,7,9,9,12,12,12,12,12,2006
376,36160759300,1431,1,2014,0,0,0,0,1,1,1,1,1,3,3,4,4,9,9,12,12,14,18,21,27,33,42,47,50,61,76,88,96,1993
378,36164517800,1432,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,19,19,71,71,117,117,141,150,158,169,205,205,205,205,205,205,205,2002
380,36179679300,1435,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,2001
381,36180310300,1436,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,8,8,8,8,2010
385,36469687500,1444,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,7,8,13,17,18,2012
388,36490333200,1447,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,7,2011
390,36544790700,1451,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,31,36,37,37,37,2009
391,36552195200,1452,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,11,14,20,28,32,2010
392,36600837300,1453,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
393,36605543900,1454,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,53,53,80,80,107,107,203,203,219,2008
395,36614296900,1457,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,26,32,32,32,32,32,32,2010
396,36656235100,1458,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,17,20,32,43,58,68,75,2010
398,13105334700,146,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1998
400,36726375900,1466,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2002
401,36726706200,1467,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2007
402,36726725600,1468,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,5,2008
404,36730647000,1471,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2011
405,36742694800,1473,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,1999
406,36778258700,1474,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,38,38,38,38,42,42,2008
407,36781957700,1476,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,12,13,19,28,2010
409,36799553700,1482,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,7,2004
411,36810323100,1483,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,10,13,17,24,41,2010
412,36811597700,1486,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,17,17,18,1994
418,10340009200,15,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,2005
419,36869912800,1500,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,63,63,63,63,63,63,2007
420,36881454700,1504,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,4,6,2005
422,36886759000,1505,1,2013,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,2004
424,36888437800,1507,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,2006
426,36905553900,1515,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
427,36923663400,1517,1,2010,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1997
428,36927083300,1518,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,8,8,8,8,8,8,2002
429,36937303700,1519,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2008
430,13403382600,152,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,12,12,12,15,15,15,16,16,16,16,1996
433,36963333300,1528,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,8,8,8,8,8,8,8,15,1999
435,13403577700,153,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,16,17,24,25,25,26,26,2003
437,36973717900,1531,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,11,13,17,17,17,18,20,2005
439,36975631600,1532,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,13,16,2010
441,37003232100,1533,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,6,6,9,9,2003
442,37007396600,1534,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,22,26,26,2008
443,37013929600,1535,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
444,37057076300,1538,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,12,12,15,21,33,38,2010
446,37060528700,1539,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,11,13,14,17,17,17,17,17,2009
448,37064640100,1540,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,9,14,14,17,17,18,18,2006
450,37089624600,1543,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,6,6,2007
452,37103904900,1546,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,2011
454,37860971800,1547,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,20,20,20,20,20,23,23,28,31,2010
455,13404759500,155,1,2013,0,0,0,0,0,0,0,0,0,0,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2000
457,42762408800,1551,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2012
459,46261182600,1559,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,18,18,18,31,32,39,39,2011
460,50661160900,1562,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,5,5,2011
461,52363236500,1563,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,23,23,23,23,23,23,23,23,23,1990
464,54398505100,1568,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53,53,53,53,53,53,2011
466,54885731700,1572,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2008
468,54930138600,1575,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2012
471,55111619400,1578,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,4,5,5,8,8,8,14,20,22,2002
473,13407596200,158,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,2001
474,55144875700,1580,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1990
475,55159105300,1582,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,13,15,19,19,27,27,35,35,35,40,40,40,2001
476,55167850600,1584,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1990
478,55172874400,1585,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,9,10,10,12,12,25,25,29,29,35,35,58,58,1992
480,55179751800,1588,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,7,7,2006
482,55180397400,1589,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,9,16,2003
484,55187045700,1590,1,2011,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1993
485,55188034800,1591,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,2002
488,55214926600,1596,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1991
490,10439279300,16,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,1996
491,55229835700,1600,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,21,21,33,35,38,42,76,76,76,83,92,2003
493,55235905000,1602,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,15,17,17,18,18,2006
494,55248392100,1605,1,2011,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,9,9,13,14,14,14,14,14,1992
496,55273080100,1609,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,2006
497,55310877000,1611,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,2004
498,55329683300,1612,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,33,36,36,36,36,36,36,2005
499,55332178100,1613,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1996
502,55381101900,1617,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2007
504,13411458300,162,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,14,14,14,14,14,29,29,32,36,36,36,2003
506,55399842300,1621,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,16,16,16,16,20,20,27,1992
508,55407378500,1623,1,2011,0,0,0,0,0,0,0,0,6,6,6,6,6,6,13,21,21,21,21,21,21,21,21,21,30,30,30,42,46,1990
510,55422171000,1626,1,2010,0,0,0,0,0,0,0,0,0,5,5,5,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1995
512,55431176300,1629,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,76,76,109,1992
518,13604790700,164,1,2011,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,41,41,43,48,53,53,53,63,101,101,133,133,133,133,1991
520,55450108400,1640,1,2010,0,0,0,0,0,0,1,1,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1990
522,55452301600,1642,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1999
526,55463177000,1645,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,8,17,19,25,40,40,43,44,45,47,52,52,2000
528,55499364200,1650,1,2016,0,0,0,2,2,2,2,2,2,2,2,2,5,5,13,13,13,13,13,13,14,23,23,23,23,23,23,23,23,1990
529,55502376200,1651,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2006
531,55512876800,1653,1,2014,0,0,0,0,0,2,2,2,2,2,3,3,3,3,6,7,14,26,41,44,48,48,49,55,61,63,80,82,94,1995
535,55574270500,1661,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,19,20,23,23,2005
537,55584799619,1663,1,2013,0,0,0,0,0,2,3,4,4,6,6,10,10,13,13,14,14,14,17,17,17,18,18,20,21,22,26,26,31,1995
538,55621886200,1667,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,6,9,14,20,23,27,30,44,50,51,55,59,61,2002
540,55663716300,1672,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,14,1994
542,55664206500,1673,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,19,2003
544,55664792400,1674,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,2001
546,55665514700,1676,1,2010,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,8,9,10,11,13,14,19,21,28,30,30,33,33,33,2001
547,55666574500,1678,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,36,41,47,55,76,100,125,145,169,199,216,2006
549,55687242700,1680,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,9,9,10,10,11,11,11,11,2011
552,55722276500,1685,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2003
554,55728636400,1689,1,2010,0,0,3,3,3,4,4,4,6,6,19,19,19,19,19,21,24,26,26,29,32,39,45,56,63,66,75,75,79,1991
558,55737996400,1693,1,2012,0,0,0,0,0,0,0,0,0,0,6,10,10,11,15,17,19,25,34,34,46,65,77,82,82,93,93,101,101,2000
561,55759967000,1697,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,7,9,13,14,18,20,24,30,34,35,2003
562,10440413800,17,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2004
566,55879970000,1707,1,2010,0,0,0,0,0,0,0,0,1,1,2,2,6,6,6,6,6,12,12,12,12,12,12,12,12,12,12,12,12,1998
567,55881322500,1708,1,2010,0,0,0,0,0,0,0,0,4,4,6,13,17,18,23,25,25,28,33,33,38,38,51,54,54,57,57,60,60,1995
568,13607427400,171,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2006
569,55887029500,1712,1,2010,0,0,0,0,0,0,0,1,1,1,6,6,6,16,20,24,25,35,40,53,58,62,70,77,88,92,98,106,109,1991
571,55887989300,1713,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,16,16,21,21,21,21,35,35,35,35,35,35,35,2002
573,55888370600,1714,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,7,9,11,17,22,31,35,44,54,60,61,61,64,68,2000
574,55888571400,1715,1,2016,0,0,0,0,0,0,0,0,0,4,4,4,4,4,6,6,6,6,6,6,10,12,12,22,22,22,24,25,35,1999
575,55893209400,1717,1,2011,0,0,0,0,0,0,0,0,0,0,0,3,5,7,8,8,8,8,10,14,19,19,28,41,56,65,73,83,89,1999
577,55893547100,1718,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,9,10,13,13,13,13,13,1998
578,13607545900,172,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,16,23,26,26,29,29,31,31,43,44,44,2005
581,55903012900,1722,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,5,9,9,11,11,12,12,12,12,2003
582,55904250600,1725,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,7,10,18,18,23,25,25,1999
584,55907977100,1726,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,11,2003
585,55909686300,1727,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
587,55910060100,1728,1,2011,0,0,0,0,0,0,0,0,15,15,15,15,18,18,18,18,18,18,18,18,28,28,34,38,38,38,38,41,41,1991
589,13608495200,173,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,10,18,26,28,29,33,33,36,39,49,49,2004
591,55914992500,1731,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1997
592,55917785600,1732,1,2010,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1995
593,55922021900,1733,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,1995
595,55927622000,1736,1,2013,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,7,12,14,14,14,15,17,19,24,1997
597,55933113500,1738,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,1995
600,55949515600,1743,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,20,24,29,39,57,60,60,64,2007
602,55949996200,1744,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,5,6,8,19,19,2003
603,55957973300,1747,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,14,14,14,19,19,20,25,27,29,35,36,2003
605,55961553300,1749,1,2015,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,1996
607,13609093700,175,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
609,55963660700,1750,1,2015,2,2,3,3,3,3,7,7,7,7,9,9,9,9,10,12,12,12,12,12,16,20,20,20,22,24,26,26,28,1990
612,55978138600,1753,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,6,9,13,16,20,23,30,35,45,49,2002
614,55982796500,1754,1,2015,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,3,9,14,14,14,14,14,14,16,16,16,20,21,1991
615,55996474900,1757,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,9,9,15,15,18,39,47,47,57,57,57,57,57,1990
616,56003967400,1758,1,2012,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,7,7,11,11,11,11,13,13,15,15,21,21,21,21,1996
618,13609390600,176,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,7,18,25,28,30,30,32,41,42,42,2005
619,56016024700,1762,1,2012,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1991
622,56048147400,1766,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,18,18,24,36,36,1992
626,56084366000,1770,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1990
627,56085900800,1771,1,2011,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,9,11,11,12,12,12,12,13,13,13,14,1992
629,56086352300,1772,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,13,13,13,13,13,13,2009
630,56114577300,1774,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1990
632,56123550600,1776,1,2014,1,1,1,1,1,1,3,4,5,5,7,7,7,7,14,15,17,18,18,18,22,27,46,46,52,52,59,62,63,1990
633,56150474600,1777,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,1994
634,13805533100,178,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,2005
636,56186276300,1780,1,2013,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,13,13,19,19,19,29,29,29,29,30,30,30,30,30,1990
637,56186665700,1781,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,9,12,14,18,18,22,24,2005
639,56187643000,1783,1,2011,0,0,0,0,0,3,3,3,3,3,3,3,3,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,1995
640,56187651500,1784,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,14,14,14,1997
641,56207763900,1785,1,2012,0,0,0,0,0,0,6,6,6,9,9,15,18,19,20,20,20,20,20,20,25,25,25,25,31,31,31,31,31,1991
643,56211892500,1788,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,12,13,13,13,16,21,21,27,29,30,32,36,45,55,2000
645,56213058900,1789,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,25,30,33,48,59,67,67,67,1992
647,13805699100,179,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2006
649,56215182100,1792,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1992
650,56217157900,1793,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,32,32,32,1995
652,56217207200,1794,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,7,2008
654,56219890800,1796,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1996
655,56219914200,1797,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2000
658,13805883300,180,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,2004
660,56224593400,1800,1,2014,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,21,21,21,21,21,21,35,1995
663,56227880000,1802,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,14,17,27,36,1993
666,56231405400,1804,1,2013,0,0,0,0,0,0,0,0,0,0,0,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1990
