ID,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year,end_year,max_hole_size,activity,tot_pubs
35226990500,1230,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,21,2001,2017,14,16,4
35090219300,1230,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,8,8,22,24,24,24,24,2009,2016,1,7,11
35228518000,1236,1,2010,0,0,0,0,0,0,0,0,0,0,2,2,2,8,8,14,15,15,17,17,33,65,103,122,127,137,144,153,180,2000,2018,2,18,132
6602327990,1236,0,2011,0,0,0,3,3,4,4,4,4,8,13,13,14,16,16,16,16,16,19,21,23,26,27,33,34,38,47,47,52,1993,2018,4,25,34
35234646200,1240,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,8,8,2009,2017,3,8,5
12759869300,1240,0,2007,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001,2002,0,1,2
35239878500,1241,1,2010,0,0,0,0,2,2,2,2,2,2,2,2,3,3,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,1994,2007,7,13,6
6602634988,1241,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003,2003,0,0,1
35239938700,1242,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,36,36,41,85,90,90,90,2010,2017,1,7,6
6701668267,1242,0,2013,0,1,3,4,7,7,9,9,14,18,21,25,33,33,39,42,61,90,107,115,132,151,159,180,194,206,214,238,251,1991,2018,1,27,264
35241251300,1243,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,16,16,16,19,19,19,2009,2016,2,7,6
6603149863,1243,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,7,7,7,2012,2014,1,2,2
35270010100,1249,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,5,5,20,31,34,34,40,42,2006,2018,1,12,20
6603954265,1249,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,13,13,13,18,18,20,20,20,21,2008,2018,2,10,7
6603954265,2580,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,13,13,13,18,18,20,20,20,21,2008,2018,2,10,7
12801085400,125,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,23,26,33,37,61,89,97,161,165,2008,2018,0,10,47
6603215020,125,0,2013,0,0,0,2,2,2,2,2,2,5,5,5,7,9,11,11,13,13,22,26,28,35,42,51,58,67,72,77,78,1993,2018,5,25,43
35271209000,1250,1,2010,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1996,1996,0,0,1
6602860081,1250,0,2010,0,0,0,0,0,0,0,0,0,2,2,6,6,7,23,23,23,23,28,35,36,38,42,44,49,49,59,59,59,1999,2018,3,19,27
35279441400,1253,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,32,35,35,35,35,35,35,35,35,36,36,36,2002,2016,7,14,3
7003444714,1253,0,2009,0,0,0,0,0,0,0,0,12,12,22,22,31,31,52,52,52,52,120,127,127,127,127,127,127,137,137,137,143,1998,2018,5,20,13
35298609700,1256,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,19,19,65,126,126,126,126,126,2009,2014,1,5,4
55249883700,1256,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,18,18,18,18,18,18,18,18,2006,2011,2,5,3
55249883700,5442,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,18,18,18,18,18,18,18,18,2006,2011,2,5,3
35304529700,1257,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,8,8,8,8,8,8,8,2009,2011,1,2,2
7201489446,1257,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2004,2004,0,0,2
35309684800,1260,1,2013,0,0,4,4,8,14,14,14,14,14,14,14,14,21,42,53,53,65,71,75,75,75,75,75,75,75,75,75,75,1992,2009,7,17,18
7005955587,1260,0,2014,0,0,0,0,0,0,0,0,4,8,9,11,11,11,11,12,21,29,40,40,42,54,98,105,105,115,129,138,162,1998,2018,1,20,78
35313326800,1262,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,57,57,57,2014,2014,0,0,1
